node_1,node_2,,
25,14,0.158823529,1
25,15,0.25,1
25,77,0.059602649,1
25,105,0.021582734,1
25,4,0.119402985,1
25,17,0.114649682,1
25,64,0.08,1
25,81,0.014184397,1
25,54,0.151685393,1
25,55,0.182795699,1
25,83,0.013986014,1
25,57,0.012987013,1
25,58,0.095238095,1
25,22,0.234972678,1
25,59,0.014388489,1
25,26,0.02994012,1
25,86,0.007042254,1
25,29,0.068965517,1
25,30,0.014285714,1
25,33,0.15625,1
25,60,0.034965035,1
25,61,0.132183908,1
25,35,0.123529412,1
25,95,0.006896552,1
25,39,0.006756757,1
25,40,0.01242236,1
25,41,0.190217391,1
62,30,0.058823529,1
62,49,0.163934426,1
62,57,0.066666667,1
62,58,0.016949153,1
62,106,0.227272727,1
62,48,0.101010101,1
26,2,0.026143791,1
26,51,0.023529412,1
26,4,0.008474576,1
26,73,0.028571429,1
26,27,0.008547009,1
26,74,0.027027027,1
26,10,0.020833333,1
26,11,0.032608696,1
26,12,0.131578947,1
26,75,0.028571429,1
26,14,0.070588235,1
26,98,0.176470588,1
26,15,0.034782609,1
26,77,0.018867925,1
26,87,0.12,1
26,82,0.095238095,1
26,55,0.008849558,1
26,83,0.054054054,1
26,58,0.026315789,1
26,22,0.008403361,1
26,6,0.01552795,1
26,86,0.027777778,1
26,88,0.071428571,1
26,89,0.026315789,1
26,90,0.073170732,1
26,61,0.011111111,1
26,92,0.117647059,1
26,93,0.114754098,1
26,94,0.042553191,1
26,84,0.162393162,1
26,97,0.16,1
26,76,0.055555556,1
26,99,0.065217391,1
85,86,0.125,1
85,90,0.066666667,1
85,51,0.017241379,1
85,73,0.142857143,1
85,98,0.032258065,1
85,74,0.428571429,1
85,11,0.046875,1
85,82,0.108108108,1
85,35,0.036363636,1
85,76,0.25,1
85,92,0.115384615,1
85,77,0.04,1
85,88,0.133333333,1
85,93,0.111111111,1
85,94,0.3125,1
85,84,0.048543689,1
85,80,0.166666667,1
85,99,0.05,1
69,107,0.027027027,1
69,108,0.111111111,1
69,52,0.52892562,1
69,109,0.185840708,1
69,67,0.178571429,1
69,110,0.027027027,1
69,111,0.065789474,1
69,112,0.08,1
69,113,0.116883117,1
69,114,0.111111111,1
69,115,0.142857143,1
69,116,0.156626506,1
69,117,0.272727273,1
69,68,0.120481928,1
69,70,0.154639175,1
69,118,0.014285714,1
69,119,0.135802469,1
69,120,0.041666667,1
69,121,0.083333333,1
69,122,0.106666667,1
69,123,0.119047619,1
69,124,0.188888889,1
90,51,0.031746032,1
90,87,0.172413793,1
90,74,0.142857143,1
90,11,0.028169014,1
90,12,0.07,1
90,98,0.117647059,1
90,77,0.103448276,1
90,80,0.181818182,1
90,79,0.2,1
90,82,0.119047619,1
90,84,0.075471698,1
90,86,0.153846154,1
90,88,0.210526316,1
90,96,0.090909091,1
90,35,0.05,1
90,92,0.25,1
90,93,0.179487179,1
90,94,0.08,1
90,97,0.058823529,1
90,76,0.142857143,1
90,99,0.227272727,1
34,5,0.157894737,1
34,8,0.046875,1
34,36,0.146853147,1
34,13,0.022058824,1
34,101,0.05,1
34,16,0.218309859,1
34,45,0.007692308,1
34,20,0.475609756,1
34,21,0.103448276,1
34,38,0.008196721,1
34,28,0.038461538,1
34,31,0.082706767,1
34,32,0.066176471,1
34,44,0.097744361,1
34,43,0.0546875,1
34,125,0.008403361,1
34,37,0.183783784,1
34,102,0.032258065,1
34,46,0.084615385,1
35,2,0.1,1
35,51,0.092783505,1
35,103,0.018181818,1
35,6,0.112540193,1
35,7,0.055555556,1
35,27,0.12295082,1
35,9,0.109589041,1
35,74,0.036363636,1
35,10,0.106666667,1
35,11,0.065420561,1
35,12,0.042253521,1
35,14,0.145833333,1
35,98,0.012820513,1
35,15,0.053435115,1
35,77,0.057971014,1
35,4,0.095238095,1
35,17,0.086419753,1
35,64,0.013513514,1
35,79,0.017241379,1
35,80,0.038461538,1
35,54,0.044247788,1
35,55,0.0390625,1
35,81,0.018181818,1
35,82,0.047619048,1
35,58,0.08988764,1
35,22,0.069230769,1
35,59,0.018867925,1
35,29,0.096774194,1
35,30,0.037735849,1
35,88,0.032258065,1
35,33,0.139534884,1
35,61,0.028037383,1
35,99,0.03030303,1
35,93,0.048192771,1
35,94,0.03030303,1
35,95,0.035087719,1
35,84,0.026490066,1
35,39,0.016393443,1
35,60,0.033898305,1
35,96,0.019230769,1
35,92,0.013333333,1
35,41,0.090909091,1
35,76,0.036363636,1
119,107,0.032258065,1
119,108,0.12195122,1
119,52,0.146341463,1
119,109,0.168831169,1
119,67,0.173333333,1
119,110,0.032258065,1
119,111,0.057142857,1
119,112,0.057142857,1
119,113,0.024390244,1
119,114,0.15,1
119,115,0.083333333,1
119,116,0.181818182,1
119,117,0.079365079,1
119,68,0.065217391,1
119,70,0.0625,1
119,120,0.148148148,1
119,121,0.03030303,1
119,122,0.026315789,1
119,118,0.038461538,1
119,123,0.020408163,1
119,124,0.016129032,1
125,102,0.111111111,1
125,37,0.01,1
125,5,0.012658228,1
125,101,0.142857143,1
126,68,0.04,1
37,8,0.055045872,1
37,36,0.082089552,1
37,13,0.043478261,1
37,101,0.038834951,1
37,16,0.1,1
37,45,0.076923077,1
37,5,0.201342282,1
37,20,0.205405405,1
37,21,0.093023256,1
37,38,0.019607843,1
37,27,0.005434783,1
37,28,0.035714286,1
37,31,0.050420168,1
37,32,0.058823529,1
37,44,0.049586777,1
37,43,0.026548673,1
37,102,0.068627451,1
37,46,0.089285714,1
40,3,0.041666667,1
40,4,0.028037383,1
40,54,0.011235955,1
40,6,0.00952381,1
40,27,0.028301887,1
40,10,0.014705882,1
40,11,0.011764706,1
40,12,0.008403361,1
40,49,0.038961039,1
40,61,0.012345679,1
40,57,0.28125,1
40,77,0.022727273,1
40,22,0.009090909,1
40,48,0.145631068,1
40,51,0.012987013,1
40,39,0.133333333,1
97,75,0.037037037,1
97,51,0.012820513,1
97,82,0.033898305,1
97,88,0.057142857,1
97,79,0.032258065,1
97,89,0.192307692,1
97,11,0.06097561,1
97,12,0.130841121,1
97,91,0.038461538,1
97,98,0.238095238,1
97,92,0.088888889,1
97,93,0.153846154,1
97,84,0.174311927,1
97,78,0.038461538,1
97,94,0.025,1
97,87,0.170731707,1
97,99,0.078947368,1
41,2,0.139664804,1
41,51,0.072,1
41,4,0.057324841,1
41,6,0.191082803,1
41,7,0.019607843,1
41,27,0.10738255,1
41,9,0.058252427,1
41,10,0.161676647,1
41,11,0.03649635,1
41,12,0.01734104,1
41,14,0.069767442,1
41,15,0.152777778,1
41,77,0.030612245,1
41,105,0.012195122,1
41,17,0.126213592,1
41,64,0.06185567,1
41,81,0.024390244,1
41,54,0.131782946,1
41,55,0.133802817,1
41,58,0.059322034,1
41,22,0.159722222,1
41,59,0.025,1
41,29,0.043478261,1
41,30,0.012195122,1
41,33,0.086206897,1
41,60,0.034883721,1
41,61,0.086614173,1
41,127,0.012345679,1
102,5,0.060240964,1
102,20,0.023255814,1
102,101,0.142857143,1
102,45,0.166666667,1
123,107,0.096774194,1
123,108,0.142857143,1
123,52,0.125984252,1
123,109,0.108433735,1
123,67,0.184210526,1
123,110,0.03030303,1
123,111,0.114285714,1
123,112,0.054054054,1
123,113,0.1,1
123,114,0.142857143,1
123,115,0.058823529,1
123,116,0.125,1
123,117,0.129032258,1
123,68,0.159090909,1
123,70,0.060606061,1
123,120,0.064516129,1
123,121,0.090909091,1
123,122,0.078947368,1
123,118,0.074074074,1
123,124,0.226415094,1
124,107,0.068181818,1
124,108,0.109090909,1
124,52,0.181818182,1
124,109,0.193181818,1
124,67,0.183908046,1
124,110,0.044444444,1
124,111,0.130434783,1
124,112,0.106382979,1
124,113,0.117647059,1
124,114,0.051724138,1
124,115,0.046875,1
124,116,0.155172414,1
124,117,0.121621622,1
124,68,0.049180328,1
124,70,0.106666667,1
124,120,0.045454545,1
124,121,0.042553191,1
124,122,0.125,1
124,118,0.024390244,1
46,28,0.085714286,1
46,31,0.205128205,1
46,8,0.121212121,1
46,43,0.085714286,1
46,44,0.113636364,1
46,13,0.024390244,1
46,20,0.066176471,1
46,21,0.05,1
46,36,0.098360656,1
46,16,0.085714286,1
46,32,0.142857143,1
46,5,0.122222222,1
2,51,0.1125,1
2,103,0.015873016,1
2,73,0.007936508,1
2,7,0.04964539,1
2,27,0.094240838,1
2,9,0.092857143,1
2,104,0.008064516,1
2,10,0.220512821,1
2,11,0.094117647,1
2,12,0.03286385,1
2,14,0.109756098,1
2,15,0.235294118,1
2,77,0.058394161,1
2,105,0.024193548,1
2,17,0.142857143,1
2,64,0.065217391,1
2,81,0.007874016,1
2,54,0.151515152,1
2,55,0.348684211,1
2,83,0.031746032,1
2,58,0.076433121,1
2,22,0.241176471,1
2,6,0.331210191,1
2,86,0.007874016,1
2,29,0.037037037,1
2,30,0.016,1
2,4,0.117021277,1
2,33,0.103896104,1
2,60,0.0390625,1
2,61,0.181818182,1
2,94,0.007194245,1
2,39,0.007518797,1
51,4,0.261261261,1
51,73,0.036363636,1
51,7,0.04,1
51,27,0.168067227,1
51,9,0.077922078,1
51,10,0.083870968,1
51,11,0.137254902,1
51,12,0.041666667,1
51,14,0.12,1
51,15,0.102362205,1
51,77,0.086956522,1
51,17,0.046511628,1
51,64,0.054794521,1
51,81,0.074074074,1
51,128,0.018518519,1
51,54,0.090909091,1
51,55,0.071428571,1
51,82,0.011235955,1
51,83,0.016949153,1
51,57,0.059701493,1
51,58,0.269230769,1
51,22,0.11023622,1
51,6,0.122580645,1
51,86,0.035714286,1
51,87,0.026666667,1
51,29,0.060606061,1
51,88,0.015384615,1
51,33,0.19047619,1
51,61,0.108910891,1
51,92,0.04,1
51,93,0.011363636,1
51,94,0.060606061,1
51,95,0.033898305,1
51,84,0.026143791,1
51,60,0.086206897,1
51,99,0.014492754,1
103,4,0.011235955,1
103,6,0.006756757,1
103,9,0.064516129,1
103,14,0.016393443,1
103,48,0.020833333,1
103,39,0.076923077,1
73,86,0.166666667,1
73,61,0.016666667,1
73,6,0.003378378,1
73,11,0.015625,1
73,12,0.010204082,1
73,82,0.026315789,1
73,92,0.038461538,1
73,14,0.016666667,1
73,15,0.011363636,1
73,22,0.011235955,1
73,93,0.055555556,1
73,94,0.117647059,1
73,84,0.019230769,1
73,58,0.021276596,1
116,107,0.090909091,1
116,108,0.19047619,1
116,52,0.169354839,1
116,109,0.189873418,1
116,67,0.194805195,1
116,110,0.090909091,1
116,111,0.078947368,1
116,112,0.051282051,1
116,113,0.069767442,1
116,114,0.19047619,1
116,115,0.056603774,1
116,117,0.090909091,1
116,68,0.104166667,1
116,70,0.090909091,1
116,120,0.129032258,1
116,129,0.066666667,1
116,121,0.055555556,1
116,122,0.194444444,1
116,118,0.033333333,1
8,28,0.033333333,1
8,5,0.08045977,1
8,31,0.142857143,1
8,32,0.051282051,1
8,43,0.033333333,1
8,44,0.05,1
8,13,0.029411765,1
8,20,0.053435115,1
8,21,0.037037037,1
8,36,0.071428571,1
8,16,0.061538462,1
8,38,0.055555556,1
9,6,0.087542088,1
9,7,0.039215686,1
9,27,0.085714286,1
9,10,0.07518797,1
9,11,0.070588235,1
9,14,0.0875,1
9,15,0.036036036,1
9,77,0.086956522,1
9,4,0.12745098,1
9,17,0.015625,1
9,64,0.083333333,1
9,128,0.034482759,1
9,54,0.055555556,1
9,55,0.037735849,1
9,83,0.029411765,1
9,58,0.138461538,1
9,22,0.08411215,1
9,29,0.046511628,1
9,30,0.032258065,1
9,33,0.119402985,1
9,60,0.027027027,1
9,61,0.035714286,1
9,94,0.022727273,1
104,29,0.0625,1
104,61,0.017241379,1
104,6,0.003401361,1
104,10,0.00877193,1
104,55,0.012345679,1
104,15,0.011627907,1
104,77,0.047619048,1
104,22,0.011494253,1
104,17,0.027777778,1
104,54,0.015151515,1
33,4,0.157894737,1
33,6,0.114754098,1
33,7,0.044776119,1
33,27,0.149122807,1
33,10,0.095890411,1
33,11,0.038461538,1
33,12,0.007092199,1
33,14,0.11827957,1
33,15,0.047619048,1
33,77,0.030769231,1
33,17,0.037974684,1
33,64,0.078125,1
33,81,0.041666667,1
33,54,0.108910891,1
33,55,0.085470085,1
33,58,0.197368421,1
33,22,0.117647059,1
33,29,0.050847458,1
33,60,0.078431373,1
33,61,0.083333333,1
33,127,0.021276596,1
11,4,0.072463768,1
11,7,0.011764706,1
11,27,0.088888889,1
11,74,0.030769231,1
11,92,0.036144578,1
11,12,0.074829932,1
11,14,0.081081081,1
11,76,0.030769231,1
11,15,0.080291971,1
11,77,0.092105263,1
11,17,0.088888889,1
11,64,0.011904762,1
11,79,0.014705882,1
11,80,0.032258065,1
11,54,0.066666667,1
11,55,0.067164179,1
11,81,0.015384615,1
11,82,0.042553191,1
11,83,0.014925373,1
11,57,0.025974026,1
11,58,0.091836735,1
11,22,0.079710145,1
11,6,0.105590062,1
11,86,0.03125,1
11,87,0.049382716,1
11,29,0.026315789,1
11,88,0.01369863,1
11,89,0.03030303,1
11,10,0.093167702,1
11,61,0.043478261,1
11,99,0.04,1
11,93,0.054347826,1
11,94,0.04,1
11,95,0.029850746,1
11,84,0.1,1
11,60,0.044117647,1
11,98,0.022988506,1
12,4,0.089820359,1
12,7,0.025641026,1
12,27,0.046242775,1
12,74,0.02020202,1
12,14,0.026666667,1
12,76,0.030612245,1
12,15,0.028248588,1
12,77,0.017391304,1
12,17,0.039370079,1
12,78,0.010309278,1
12,79,0.04040404,1
12,80,0.010309278,1
12,64,0.008474576,1
12,55,0.011428571,1
12,82,0.157894737,1
12,57,0.018018018,1
12,58,0.02919708,1
12,22,0.011049724,1
12,6,0.042780749,1
12,86,0.01010101,1
12,87,0.155339806,1
12,29,0.037037037,1
12,88,0.08,1
12,89,0.00990099,1
12,10,0.019417476,1
12,61,0.006535948,1
12,91,0.010309278,1
12,92,0.153846154,1
12,93,0.235849057,1
12,94,0.046728972,1
12,95,0.01980198,1
12,84,0.372413793,1
12,96,0.010416667,1
12,98,0.205882353,1
12,99,0.108910891,1
75,89,0.125,1
75,92,0.08,1
75,82,0.026315789,1
75,91,0.25,1
75,98,0.071428571,1
75,99,0.055555556,1
75,93,0.027027027,1
75,84,0.00952381,1
13,28,0.028571429,1
13,5,0.010204082,1
13,31,0.046511628,1
13,44,0.068181818,1
13,20,0.021428571,1
13,21,0.033898305,1
13,36,0.06557377,1
13,16,0.027777778,1
13,45,0.066666667,1
13,32,0.022222222,1
13,38,0.043478261,1
110,108,0.034482759,1
110,112,0.05,1
110,107,0.066666667,1
110,111,0.105263158,1
110,109,0.042253521,1
110,67,0.058823529,1
110,70,0.04,1
110,52,0.033057851,1
14,7,0.123287671,1
14,27,0.059259259,1
14,10,0.081761006,1
14,15,0.107692308,1
14,77,0.039473684,1
14,4,0.133858268,1
14,17,0.056179775,1
14,64,0.065789474,1
14,81,0.068965517,1
14,54,0.033333333,1
14,55,0.0859375,1
14,83,0.049180328,1
14,58,0.170454545,1
14,22,0.1328125,1
14,6,0.142857143,1
14,29,0.042253521,1
14,60,0.046875,1
14,61,0.045045045,1
14,94,0.01369863,1
14,95,0.031746032,1
76,82,0.108108108,1
76,88,0.0625,1
76,98,0.066666667,1
76,74,0.428571429,1
76,94,0.105263158,1
76,92,0.074074074,1
76,77,0.083333333,1
76,93,0.111111111,1
76,84,0.048543689,1
76,80,0.4,1
76,99,0.05,1
130,53,0.5,1
130,39,0.1,1
130,48,0.010638298,1
130,49,0.017857143,1
77,4,0.07,1
77,6,0.05,1
77,27,0.070707071,1
77,15,0.028846154,1
77,17,0.055555556,1
77,64,0.047619048,1
77,80,0.095238095,1
77,54,0.048192771,1
77,55,0.0625,1
77,82,0.036363636,1
77,83,0.038461538,1
77,58,0.118644068,1
77,22,0.038461538,1
77,86,0.041666667,1
77,87,0.023255814,1
77,29,0.057142857,1
77,88,0.03125,1
77,74,0.083333333,1
77,10,0.08,1
77,61,0.025974026,1
77,92,0.022727273,1
77,93,0.056603774,1
77,94,0.057142857,1
77,127,0.045454545,1
77,84,0.016393443,1
77,60,0.034482759,1
77,99,0.057142857,1
16,28,0.060606061,1
16,5,0.136752137,1
16,31,0.053333333,1
16,20,0.195945946,1
16,44,0.065789474,1
16,43,0.060606061,1
16,21,0.117647059,1
16,36,0.125,1
16,27,0.007246377,1
16,32,0.111111111,1
16,38,0.054545455,1
106,48,0.081632653,1
106,49,0.046153846,1
45,28,0.037037037,1
45,5,0.070588235,1
87,74,0.037037037,1
87,98,0.19047619,1
87,78,0.041666667,1
87,79,0.071428571,1
87,82,0.072727273,1
87,84,0.155963303,1
87,86,0.08,1
87,88,0.060606061,1
87,89,0.115384615,1
87,91,0.041666667,1
87,92,0.27027027,1
87,93,0.16,1
87,94,0.026315789,1
87,99,0.147058824,1
131,28,0.125,1
131,5,0.025316456,1
131,32,0.076923077,1
131,36,0.044444444,1
131,20,0.016260163,1
131,44,0.035714286,1
79,96,0.142857143,1
79,82,0.048780488,1
79,98,0.0625,1
79,92,0.148148148,1
79,99,0.045454545,1
79,93,0.05,1
79,84,0.037735849,1
79,78,0.125,1
79,88,0.055555556,1
79,94,0.095238095,1
128,4,0.011627907,1
128,6,0.003401361,1
128,61,0.017241379,1
128,94,0.0625,1
128,64,0.043478261,1
86,10,0.008547009,1
86,15,0.011235955,1
86,82,0.025641026,1
86,84,0.019047619,1
86,6,0.003367003,1
86,88,0.066666667,1
86,92,0.12,1
86,93,0.054054054,1
86,94,0.111111111,1
86,99,0.111111111,1
108,117,0.064516129,1
108,112,0.09375,1
108,107,0.034482759,1
108,115,0.136363636,1
108,68,0.119047619,1
108,109,0.128205128,1
108,67,0.211267606,1
108,70,0.222222222,1
108,121,0.066666667,1
108,114,0.189189189,1
108,52,0.120967742,1
108,120,0.035714286,1
108,111,0.060606061,1
108,122,0.057142857,1
32,28,0.235294118,1
32,5,0.129032258,1
32,31,0.275,1
32,44,0.23255814,1
32,20,0.128787879,1
32,21,0.218181818,1
32,36,0.314814815,1
89,98,0.03125,1
89,92,0.034482759,1
89,93,0.025,1
89,84,0.058252427,1
44,28,0.075,1
44,5,0.092783505,1
44,31,0.130434783,1
44,43,0.023809524,1
44,36,0.2,1
44,20,0.111111111,1
44,21,0.283018868,1
60,4,0.021505376,1
60,6,0.02020202,1
60,27,0.02173913,1
60,15,0.055555556,1
60,17,0.046511628,1
60,54,0.041666667,1
60,55,0.034482759,1
60,58,0.038461538,1
60,22,0.032258065,1
60,10,0.042372881,1
60,61,0.046875,1
61,4,0.082706767,1
61,7,0.025,1
61,27,0.051470588,1
61,15,0.180327869,1
61,105,0.016666667,1
61,17,0.093023256,1
61,64,0.094594595,1
61,81,0.016393443,1
61,54,0.227722772,1
61,55,0.168067227,1
61,83,0.015873016,1
61,57,0.013513514,1
61,58,0.084210526,1
61,22,0.228813559,1
61,6,0.146579805,1
61,29,0.01369863,1
61,10,0.146666667,1
61,94,0.042253521,1
61,127,0.016949153,1
43,28,0.103448276,1
43,5,0.055555556,1
43,31,0.051282051,1
43,20,0.053030303,1
43,21,0.055555556,1
43,36,0.051724138,1
43,27,0.01,1
91,82,0.027027027,1
91,98,0.074074074,1
91,88,0.076923077,1
91,99,0.058823529,1
91,93,0.027777778,1
91,84,0.009615385,1
99,4,0.00990099,1
99,74,0.05,1
99,80,0.058823529,1
99,78,0.058823529,1
99,82,0.209302326,1
99,84,0.112149533,1
99,6,0.003236246,1
99,88,0.272727273,1
99,92,0.25,1
99,93,0.214285714,1
99,94,0.066666667,1
99,96,0.0625,1
99,98,0.194444444,1
95,29,0.045454545,1
95,4,0.056818182,1
95,6,0.013468013,1
95,27,0.022222222,1
95,64,0.034482759,1
95,17,0.023809524,1
4,6,0.194968553,1
4,7,0.078431373,1
4,27,0.266666667,1
4,15,0.048780488,1
4,17,0.051724138,1
4,64,0.12371134,1
4,81,0.046511628,1
4,54,0.055555556,1
4,55,0.077419355,1
4,57,0.03,1
4,58,0.212962963,1
4,22,0.123376623,1
4,29,0.051546392,1
4,10,0.098901099,1
4,94,0.02,1
4,127,0.011494253,1
5,36,0.127272727,1
5,101,0.048780488,1
5,20,0.195266272,1
5,21,0.100917431,1
5,28,0.091954023,1
5,31,0.106382979,1
6,7,0.06,1
6,27,0.134730539,1
6,15,0.206349206,1
6,105,0.010204082,1
6,17,0.10738255,1
6,64,0.067340067,1
6,3,0.003401361,1
6,54,0.142857143,1
6,55,0.198083067,1
6,81,0.010169492,1
6,83,0.013513514,1
6,57,0.006472492,1
6,58,0.115131579,1
6,22,0.229032258,1
6,59,0.006802721,1
6,29,0.040268456,1
6,30,0.006779661,1
6,10,0.32038835,1
6,94,0.013071895,1
6,127,0.006802721,1
6,39,0.00330033,1
52,117,0.201492537,1
52,107,0.016260163,1
52,109,0.262068966,1
52,67,0.302158273,1
52,111,0.031746032,1
52,112,0.056910569,1
52,113,0.071428571,1
52,114,0.139344262,1
52,115,0.150793651,1
52,68,0.173553719,1
52,70,0.238461538,1
52,118,0.016949153,1
52,120,0.024793388,1
52,121,0.058333333,1
52,122,0.090909091,1
109,107,0.088235294,1
109,117,0.182795699,1
109,67,0.477272727,1
109,118,0.045454545,1
109,111,0.128571429,1
