id,days,mature,views,partner,new_id
153840026,534,TRUE,1106,FALSE,4564
92845630,1224,FALSE,226172,TRUE,5991
89929854,1250,FALSE,913,FALSE,2018
32641412,2258,TRUE,1136,FALSE,1875
49266484,1847,TRUE,3703,FALSE,6460
96413320,1183,TRUE,1679,FALSE,6785
65754904,1559,FALSE,417,FALSE,2491
63143605,1502,TRUE,982,FALSE,6966
63030391,1603,TRUE,6335,FALSE,487
49404884,1844,TRUE,24599,FALSE,3021
158710141,418,TRUE,299,FALSE,6350
146876317,614,FALSE,3706,FALSE,4337
199436388,209,FALSE,2639,FALSE,4429
101870586,1123,TRUE,4480,FALSE,4819
30538718,2342,TRUE,10960,FALSE,6635
78559409,1380,FALSE,139157,FALSE,6270
91329809,1207,TRUE,670,FALSE,2266
28496306,2421,TRUE,3072,FALSE,1898
26997284,2481,TRUE,83280,FALSE,5500
59725345,1592,FALSE,1115,FALSE,2383
27392163,2465,TRUE,39047,FALSE,6263
110467400,988,FALSE,915,FALSE,2752
55438175,1723,FALSE,2272,FALSE,4767
1961892,3665,TRUE,20332,FALSE,5242
167989465,436,FALSE,4498,FALSE,1799
158561795,497,TRUE,37500,TRUE,5965
136858711,730,TRUE,3510,FALSE,1325
19126487,2843,TRUE,118412,TRUE,2700
159978505,487,TRUE,23605,FALSE,2144
127015728,847,TRUE,15231,FALSE,48
38873619,2112,TRUE,1722,FALSE,4616
7167763,3382,FALSE,4193445,TRUE,6467
53757822,1745,TRUE,5377,FALSE,787
27121969,2478,FALSE,13481914,TRUE,2740
42333027,1993,TRUE,1859,FALSE,5876
40005843,2066,FALSE,4976,FALSE,5355
147143974,612,TRUE,27237,FALSE,6783
121751849,889,TRUE,2171,FALSE,5966
92454064,1229,TRUE,17801,FALSE,6730
56952058,1697,TRUE,11174,FALSE,538
158554425,495,FALSE,2197,FALSE,2519
32484145,2267,TRUE,3422,FALSE,4747
82029723,1343,TRUE,97987,FALSE,4895
45169717,1935,TRUE,6945,FALSE,6863
70874120,1494,TRUE,234674,TRUE,5721
139060228,702,FALSE,1351,FALSE,3947
68071007,1531,TRUE,6758,FALSE,5100
43103307,1986,FALSE,27477,FALSE,5109
73409397,1450,FALSE,1857,FALSE,2235
38189959,2130,FALSE,1519,FALSE,6595
44345392,1956,FALSE,28680584,TRUE,4406
129249761,823,FALSE,3390,FALSE,5472
142991344,654,TRUE,4925,FALSE,3483
42396350,2008,FALSE,48450,FALSE,4695
114742344,977,TRUE,4925,FALSE,4520
98242481,1165,FALSE,4717,FALSE,1680
65377693,1434,TRUE,265,FALSE,2322
100267842,1144,FALSE,19293,FALSE,6107
80515900,1345,TRUE,5064,FALSE,2046
122839946,898,TRUE,19965,FALSE,3893
43848801,1956,TRUE,459,FALSE,2188
69028671,1519,FALSE,2827,FALSE,1203
130541691,808,TRUE,77165,FALSE,4439
22449618,2706,FALSE,2878382,TRUE,1483
158277570,494,FALSE,601,FALSE,3466
91624224,1239,FALSE,183636,FALSE,2036
30113229,2331,FALSE,7189,FALSE,6865
27862926,2447,TRUE,596415,TRUE,4329
74461335,1438,FALSE,20486,FALSE,5327
125234788,868,TRUE,43538,FALSE,5103
44359121,1955,TRUE,2092,FALSE,3252
140355719,681,TRUE,2123,FALSE,4446
187382042,286,TRUE,18208,FALSE,6312
143266574,650,TRUE,563,FALSE,2028
67207565,1516,FALSE,798,FALSE,157
70617675,1492,FALSE,1152,FALSE,1092
45232213,1921,TRUE,5979,FALSE,6591
37560398,2157,FALSE,33670,FALSE,187
57508902,1692,FALSE,44824,FALSE,449
160607920,474,TRUE,12299,FALSE,5136
19661513,2821,FALSE,10210,FALSE,294
26067265,2527,FALSE,69231,FALSE,127
157250441,512,FALSE,7364,FALSE,5656
44827329,1732,TRUE,1615,FALSE,292
36841792,2191,FALSE,4399,FALSE,4525
97799750,1169,TRUE,22708,FALSE,1532
112375351,1006,FALSE,1503,FALSE,5989
64234782,1582,FALSE,1464,FALSE,4075
84123636,1321,TRUE,30411,FALSE,3485
126768304,850,TRUE,5030,FALSE,3417
29099377,2398,TRUE,4291,FALSE,588
89350545,1267,FALSE,8160,FALSE,3672
147831497,597,TRUE,8765,FALSE,6504
75996095,1414,FALSE,2800,FALSE,3014
125527974,850,TRUE,10058,FALSE,4342
54081900,1748,FALSE,9461,FALSE,6343
40596380,2058,TRUE,70198,FALSE,5665
47617211,1884,FALSE,10664,FALSE,2232
31103326,2319,FALSE,15614,FALSE,2762
11574458,3113,TRUE,11779,FALSE,3123
155307071,529,FALSE,3965,FALSE,1315
52937765,1762,FALSE,854,FALSE,6473
69400585,1515,TRUE,8311,FALSE,6199
121776914,911,TRUE,717,FALSE,4733
65728377,1550,TRUE,507,FALSE,5218
152277203,545,TRUE,3262,FALSE,1796
116334347,965,FALSE,1171,FALSE,3388
89855724,1258,TRUE,3341,FALSE,2472
50735346,1801,FALSE,4725,FALSE,6844
50585844,1814,TRUE,304123,FALSE,3596
125529408,865,FALSE,29102,FALSE,4963
125494661,819,FALSE,381,FALSE,4119
44188351,1950,TRUE,22651,FALSE,290
122067268,907,TRUE,1594,FALSE,2751
43118184,1962,FALSE,899,FALSE,5105
110945398,1010,TRUE,356,FALSE,3994
137594474,721,FALSE,260098,TRUE,672
45259868,1931,TRUE,2082,FALSE,3088
13831904,3009,FALSE,7063,FALSE,1592
53735907,1753,FALSE,31448,FALSE,5473
203978154,217,TRUE,899,FALSE,5925
61084174,1639,TRUE,9352,FALSE,1936
50705790,1811,FALSE,11590,FALSE,5905
20255817,2789,FALSE,793,FALSE,2174
69132311,1514,FALSE,50783,FALSE,3500
80348749,1339,FALSE,337,FALSE,659
62418969,1612,TRUE,1577,FALSE,5285
85866283,1210,FALSE,1319,FALSE,1177
135542521,744,TRUE,3137,FALSE,1038
7275079,3374,FALSE,1027237,TRUE,237
81625744,1332,FALSE,812,FALSE,266
132674501,783,TRUE,56605,FALSE,5687
21534457,2747,FALSE,14914146,TRUE,2481
52379261,1777,TRUE,10226,FALSE,6944
173649019,396,FALSE,5551,FALSE,4881
74125284,1442,FALSE,271830,TRUE,1706
49679566,1829,FALSE,122,FALSE,1377
30375257,2348,TRUE,1442,FALSE,6805
30612134,2338,TRUE,8078,FALSE,2895
40059254,2070,TRUE,12826,FALSE,928
41525371,2021,TRUE,1247,FALSE,3546
35107417,2245,FALSE,2732,FALSE,5528
108798162,1041,FALSE,870,FALSE,531
101269536,1136,FALSE,21877,FALSE,13
55470061,1723,TRUE,12231,FALSE,4376
155662195,527,FALSE,28064,FALSE,6135
25424200,2547,FALSE,67255,FALSE,5412
87458425,1287,FALSE,3824,FALSE,258
89228630,1269,FALSE,8954,FALSE,572
23713334,2631,TRUE,19766,FALSE,2387
134846648,743,TRUE,815,FALSE,2178
52983620,1767,TRUE,7139,FALSE,1237
66869809,1518,FALSE,543,FALSE,2841
55952705,1709,FALSE,3447,FALSE,564
41560285,1995,TRUE,2162,FALSE,4485
61332456,1628,FALSE,401,FALSE,442
26044627,2528,FALSE,859702,TRUE,4482
53923941,1750,TRUE,15787,FALSE,1759
55834248,1715,FALSE,75542,FALSE,6019
36830874,2162,TRUE,999,FALSE,6957
105987598,952,FALSE,318,FALSE,5762
164024599,454,FALSE,5866,FALSE,6106
29648793,2368,TRUE,251536,FALSE,4334
59339597,1666,FALSE,1274,FALSE,5625
39828038,2077,TRUE,2727,FALSE,6446
58049579,1685,TRUE,31952,FALSE,451
54209599,1745,TRUE,397,FALSE,4851
120587476,923,TRUE,27482,FALSE,526
37569443,2162,TRUE,160579,TRUE,401
23929259,2552,TRUE,127625,FALSE,1060
52821739,1765,FALSE,15111,FALSE,6991
80993076,1355,FALSE,929599,TRUE,3867
42476547,1985,FALSE,4204,FALSE,2613
155236124,530,TRUE,11009,FALSE,6087
72982396,1297,TRUE,3308,FALSE,3442
25688139,2543,FALSE,869,FALSE,6228
41569716,2025,TRUE,4571,FALSE,1950
47980079,1875,FALSE,550,FALSE,3291
145889366,626,TRUE,16833,FALSE,2641
109489021,1033,TRUE,6457,FALSE,533
51213672,1800,TRUE,7631,FALSE,5895
147576927,574,FALSE,4560,FALSE,2644
53022516,1764,TRUE,948,FALSE,3186
148402812,596,TRUE,2489,FALSE,5544
77760715,1390,TRUE,51847,FALSE,932
104296978,749,TRUE,148,FALSE,5494
87856236,1284,FALSE,11841,FALSE,2193
43526575,1973,TRUE,6644,FALSE,4571
52241589,1733,TRUE,882,FALSE,3076
22880697,2681,TRUE,792374,TRUE,3692
117368103,956,FALSE,208894,TRUE,4080
42033447,1992,FALSE,10687,FALSE,3621
36483360,2206,TRUE,19381506,TRUE,5389
29532190,2381,TRUE,5500,FALSE,3504
101330495,1135,TRUE,13286,FALSE,5086
150184487,579,FALSE,1884,FALSE,3232
135225502,749,FALSE,3894,FALSE,3559
32524002,2265,TRUE,7339,FALSE,4532
49943661,1828,FALSE,3804,FALSE,2194
44332849,1945,TRUE,2093,FALSE,6097
169693740,425,FALSE,4302,FALSE,1945
94898487,1192,FALSE,285,FALSE,977
128529627,830,TRUE,1234,FALSE,6781
71423676,1476,TRUE,2644,FALSE,883
63719463,1590,TRUE,7750,FALSE,853
51872975,1774,TRUE,36032,FALSE,523
81541879,1349,FALSE,14185,FALSE,3700
61501263,1633,FALSE,12112,FALSE,3360
50387359,1819,TRUE,3718,FALSE,2786
52448067,1771,FALSE,506,FALSE,1204
113291151,996,TRUE,11734,FALSE,5233
156632178,518,FALSE,4977,FALSE,486
52569843,1775,TRUE,5598,FALSE,4262
17131149,2907,TRUE,13590,FALSE,5252
32705528,2259,FALSE,36433,FALSE,1281
175893542,378,TRUE,9186,FALSE,4838
53683135,1755,TRUE,5265,FALSE,3916
61652470,1579,FALSE,187,FALSE,6888
62447916,1615,TRUE,5321,FALSE,3624
60159833,1652,TRUE,18841,FALSE,6119
151660483,564,FALSE,4530,FALSE,4355
145643184,628,FALSE,4325,FALSE,851
55247170,1727,TRUE,7970,FALSE,128
51883785,1787,TRUE,1344672,TRUE,5170
121878249,910,TRUE,15695,FALSE,1005
165219372,452,TRUE,42165,FALSE,955
15954637,2911,TRUE,4133,FALSE,1672
64862427,1573,FALSE,290,FALSE,2274
32919303,2223,FALSE,3873,FALSE,1608
111646424,1001,FALSE,2908,FALSE,2462
51977928,1783,TRUE,2465,FALSE,6695
120547510,914,TRUE,984,FALSE,5753
6648388,3420,TRUE,16621,FALSE,5516
163014038,463,TRUE,3239,FALSE,4126
40260263,2068,TRUE,7698,FALSE,1986
41821368,2023,TRUE,6918,FALSE,6969
40690702,2051,FALSE,1598,FALSE,3951
20774638,2784,FALSE,8564,FALSE,6993
192954971,255,TRUE,2341,FALSE,247
83416478,1328,FALSE,273614,TRUE,2323
77141914,1396,FALSE,2183,FALSE,2549
52526013,1774,TRUE,2985,FALSE,6619
30756690,2328,TRUE,1833,FALSE,1642
160335401,482,TRUE,2411,FALSE,649
42882063,1968,FALSE,51667,FALSE,2148
74264786,1440,TRUE,1918285,TRUE,5354
24602608,2594,FALSE,6948,FALSE,4378
64410572,1580,TRUE,22775,FALSE,2114
31263607,2313,TRUE,56042,FALSE,1221
55573055,1720,TRUE,34356,FALSE,6443
65313718,1566,TRUE,15772,FALSE,3009
99348288,1103,FALSE,884,FALSE,5188
124949680,859,TRUE,3692,FALSE,2227
30329722,2330,FALSE,462,FALSE,1223
47109831,1891,FALSE,24442,FALSE,914
30923020,2326,FALSE,7846,FALSE,2725
93330871,1218,TRUE,9581,FALSE,3239
46472218,1907,TRUE,5079,FALSE,3058
38242647,2137,TRUE,4077,FALSE,992
51261346,1797,TRUE,7187,FALSE,5241
35632537,2242,FALSE,1570,FALSE,5916
51045563,1804,FALSE,516588,TRUE,4029
58614063,1616,FALSE,617,FALSE,3626
113839033,989,TRUE,9977,FALSE,663
43773531,1971,FALSE,1832724,TRUE,5098
152939285,487,FALSE,745,FALSE,4734
118335880,946,TRUE,3049,FALSE,4554
98623275,1158,TRUE,2902,FALSE,3914
164824685,449,FALSE,221,FALSE,4226
36628807,2199,FALSE,581087,TRUE,4528
53682533,1755,TRUE,24833,FALSE,3650
45718920,1875,FALSE,18097,FALSE,3221
81609052,1345,FALSE,4369,FALSE,140
169746717,411,FALSE,342,FALSE,3613
38098148,2142,FALSE,24841,FALSE,3210
43659582,1973,TRUE,13495,FALSE,5409
151682004,563,TRUE,6919,FALSE,6629
172873056,403,FALSE,5449,FALSE,2297
137917317,715,FALSE,3948,FALSE,5653
77791417,1385,TRUE,41943,FALSE,75
181943748,289,TRUE,1690,FALSE,6992
21318970,2758,TRUE,7612,FALSE,1422
6764170,3409,TRUE,11427,FALSE,759
108383498,1043,TRUE,2624,FALSE,1404
141957381,663,FALSE,1364,FALSE,6472
86212029,1298,TRUE,4280,FALSE,6856
56672907,1701,TRUE,1394,FALSE,265
44425277,1954,FALSE,2180,FALSE,3519
36504519,2205,FALSE,23702,FALSE,414
48646635,1862,TRUE,6586,FALSE,6593
24502487,2598,TRUE,27878,FALSE,3586
68707904,1523,TRUE,717298,TRUE,4196
40392131,2064,TRUE,11473,FALSE,2344
146669123,618,TRUE,4399,FALSE,6915
30707262,2335,FALSE,236013,TRUE,1528
39676064,2086,TRUE,15275,FALSE,4455
55039097,1710,FALSE,20526,FALSE,2200
56286425,1703,FALSE,5477528,TRUE,3136
106387115,1068,FALSE,825,FALSE,2434
115329816,966,FALSE,2391,FALSE,1182
191674489,234,FALSE,538,FALSE,6248
27149411,2475,FALSE,1651,FALSE,478
73648434,1449,TRUE,1448,FALSE,975
55641972,1713,TRUE,4137,FALSE,784
200059880,224,TRUE,5032,FALSE,783
37089364,2182,TRUE,8997,FALSE,5305
40866963,2051,TRUE,1156712,TRUE,2212
73456397,1433,FALSE,15842,FALSE,3759
39835167,2081,TRUE,1182363,TRUE,2381
168942106,430,TRUE,2623,FALSE,2836
48894299,1850,FALSE,2670,FALSE,1862
103669,4044,TRUE,295,FALSE,2256
138246173,711,FALSE,51843,FALSE,6205
23734375,2626,FALSE,6025,FALSE,4430
70640824,1496,FALSE,457,FALSE,3791
70110313,1506,TRUE,5633,FALSE,1112
47190349,1893,FALSE,4034,FALSE,4359
77453523,1394,FALSE,2934,FALSE,2698
110334994,1023,TRUE,11597,FALSE,2150
68000893,1532,FALSE,643122,TRUE,3097
200456746,223,FALSE,1637,FALSE,6430
40446253,2063,TRUE,5897,FALSE,4519
47829229,1880,FALSE,210677,TRUE,1809
41455546,1986,FALSE,2273,FALSE,3081
37352105,2168,TRUE,4087,FALSE,5563
66661478,1547,TRUE,13283,FALSE,4868
40508405,2059,FALSE,3662,FALSE,3041
40491749,2061,FALSE,229,FALSE,2917
154477839,534,TRUE,7685,FALSE,4067
139181701,701,TRUE,104162,FALSE,6947
37365520,2170,TRUE,1732,FALSE,4275
70755257,1496,TRUE,5637,FALSE,3913
92703512,1219,TRUE,13538,FALSE,267
36892685,2187,FALSE,1381,FALSE,3528
96524042,1166,FALSE,358,FALSE,1908
61645890,1623,FALSE,5927,FALSE,3976
168995447,429,FALSE,15801,FALSE,4663
23287942,2651,TRUE,1637,FALSE,2660
93016682,1222,TRUE,10747,FALSE,1966
58939881,1672,TRUE,14831,FALSE,2819
53165545,1764,FALSE,10756,FALSE,6881
66727608,1544,FALSE,1179,FALSE,5140
50489344,1816,FALSE,19200,FALSE,4383
73406322,1431,TRUE,439,FALSE,2530
77090091,1397,TRUE,2488519,TRUE,1414
52039241,1784,TRUE,34746,FALSE,1534
27161114,2476,FALSE,50601,TRUE,5497
36825535,2189,TRUE,67355,FALSE,4577
95304188,1193,FALSE,8155,FALSE,6410
24499589,2524,FALSE,13825,FALSE,5755
155400887,528,TRUE,1696,FALSE,6498
95409122,1188,TRUE,5964,FALSE,2125
50306538,1820,TRUE,64512,FALSE,3263
104143705,1021,TRUE,137,FALSE,3954
56704057,1702,FALSE,30230,FALSE,6676
110180650,1025,TRUE,1374,FALSE,6319
36933603,2187,TRUE,239780,FALSE,6315
153314610,546,FALSE,1562926,TRUE,4087
123113700,894,TRUE,17010,FALSE,1803
42385617,1996,TRUE,3254,FALSE,529
91061574,1247,FALSE,807,FALSE,6796
77342015,1396,TRUE,113318,TRUE,6952
61426211,1615,FALSE,4013,FALSE,6748
64462665,1578,FALSE,7508,FALSE,3416
38167765,2138,FALSE,3010,FALSE,3155
88061843,1281,FALSE,279,FALSE,6149
16871502,2914,FALSE,343089,TRUE,5301
150970900,538,FALSE,1872,FALSE,3730
22990566,2674,TRUE,8776,FALSE,2766
130688272,801,FALSE,1944,FALSE,4068
161368509,475,TRUE,6191,FALSE,2590
58943195,1671,FALSE,5302,FALSE,4251
109193584,1032,TRUE,1273,FALSE,4546
87675272,1285,TRUE,4273,FALSE,1877
137147300,727,TRUE,28713,FALSE,5671
106856873,1066,TRUE,2132,FALSE,2260
91927429,1201,FALSE,261,FALSE,6502
43547805,1968,FALSE,4018,FALSE,6722
41992549,2019,TRUE,18285,TRUE,144
52305959,1779,FALSE,962,FALSE,3510
